# BinCenter  BinContent  BinError
0.505  9.0  3.0
1.5150000000000001  10931.0  104.55142275454696
2.525  8231.0  90.72485877641255
3.535  7724.0  87.88629017087932
4.545  1187.0  34.45286635390443
5.555  1875.0  43.30127018922193
6.565  2544.0  50.438080851673966
7.575  2549.0  50.48762224545735
8.585  5883.0  76.70071707617863
9.595  5392.0  73.43023900274328
10.605  9707.0  98.52410872471773
11.615  14184.0  119.09659944767525
12.625000000000002  10307.0  101.52339631828714
13.635000000000002  801.0  28.30194339616981
14.645000000000001  574.0  23.958297101421877
15.655000000000001  800.0  28.284271247461902
16.665  615.0  24.79919353527449
17.675  1048.0  32.37282811247729
18.685  1121.0  33.481338085566414
19.695  762.0  27.60434748368452
20.705  1029.0  32.07802986469088
21.715  713.0  26.70205984563738
22.724999999999998  1293.0  35.958309192730404
23.735  1342.0  36.6333181680284
24.745  973.0  31.192947920964443
25.755  1637.0  40.45985664828782
26.765  1180.0  34.351128074635334
27.775  1906.0  43.657759905886145
28.785  1199.0  34.62657938636157
29.794999999999998  2109.0  45.92385001282014
30.805  2062.0  45.40925015897091
31.814999999999998  1303.0  36.09709129556009
32.825  2225.0  47.16990566028302
33.835  1424.0  37.73592452822641
34.845000000000006  2479.0  49.78955713801841
35.855000000000004  2419.0  49.18333050943175
36.865  1813.0  42.579337712087536
37.875  3096.0  55.641710972974224
38.885000000000005  2266.0  47.60252094164762
39.895  4074.0  63.82789358893179
40.905  5893.0  76.76587783644501
41.915000000000006  5381.0  73.35529974037323
42.925000000000004  12552.0  112.03570859328734
43.935  11119.0  105.4466689848475
44.945  21378.0  146.21217459568817
45.955000000000005  18435.0  135.77555008174338
46.965  31050.0  176.21010186706096
47.975  30712.0  175.24839514243774
48.98500000000001  17702.0  133.04886320446334
49.995000000000005  18730.0  136.8575902169843
51.005  10714.0  103.50845376103345
52.015  10544.0  102.68398122394748
53.025000000000006  6737.0  82.0792300158816
54.035000000000004  3220.0  56.74504383644443
55.045  3699.0  60.81940479813988
56.055  2257.0  47.50789408087881
57.065000000000005  3015.0  54.909015653169384
58.075  1726.0  41.54515615568198
59.085  2388.0  48.86716689148246
60.095000000000006  2186.0  46.75467891024384
61.105000000000004  1432.0  37.841775856849004
62.115  2064.0  45.43126676640219
63.125  1435.0  37.881393849751625
64.135  1844.0  42.941821107167776
65.145  1906.0  43.657759905886145
66.155  1327.0  36.42801120017397
67.16499999999999  1830.0  42.77849927241488
68.175  1197.0  34.597687784012386
69.185  1791.0  42.320207938997655
70.195  1091.0  33.03028912982749
71.205  1619.0  40.23679907746142
72.21499999999999  1512.0  38.88444419044716
73.225  883.0  29.715315916207253
74.235  1190.0  34.49637662132068
75.24499999999999  853.0  29.206163733020468
76.255  1345.0  36.6742416417845
77.265  1323.0  36.373066958946424
78.27499999999999  699.0  26.43860813280457
79.285  1115.0  33.391615714128
80.295  695.0  26.362852652928137
81.30499999999999  1351.0  36.75595189897821
82.315  1460.0  38.2099463490856
83.325  591.0  24.310491562286437
84.335  1226.0  35.014282800023196
85.345  795.0  28.19574435974337
86.35499999999999  855.0  29.24038303442689
87.365  698.0  26.419689627245813
88.375  784.0  28.0
89.38499999999999  790.0  28.106938645110393
90.395  556.0  23.57965224510319
91.405  795.0  28.19574435974337
92.41499999999999  540.0  23.2379000772445
93.425  763.0  27.622454633866266
94.435  721.0  26.851443164195103
95.445  494.0  22.22611077089287
96.455  716.0  26.758176320519304
97.465  426.0  20.639767440550294
98.475  412.0  20.29778313018444
99.485  5.0  2.23606797749979
100.49499999999999  0.0  0.0
