# BinCenter  BinContent  BinError
0.505  0.0  0.0
1.5150000000000001  4.0  2.0
2.525  12.0  3.4641016151377544
3.535  80.0  8.94427190999916
4.545  0.0  0.0
5.555  0.0  0.0
6.565  0.0  0.0
7.575  0.0  0.0
8.585  0.0  0.0
9.595  1.0  1.0
10.605  1.0  1.0
11.615  0.0  0.0
12.625000000000002  0.0  0.0
13.635000000000002  0.0  0.0
14.645000000000001  0.0  0.0
15.655000000000001  0.0  0.0
16.665  0.0  0.0
17.675  0.0  0.0
18.685  0.0  0.0
19.695  0.0  0.0
20.705  1.0  1.0
21.715  0.0  0.0
22.724999999999998  0.0  0.0
23.735  3.0  1.7320508075688772
24.745  0.0  0.0
25.755  0.0  0.0
26.765  2.0  1.4142135623730951
27.775  3.0  1.7320508075688772
28.785  0.0  0.0
29.794999999999998  5.0  2.23606797749979
30.805  8.0  2.8284271247461903
31.814999999999998  1.0  1.0
32.825  7.0  2.6457513110645907
33.835  2.0  1.4142135623730951
34.845000000000006  20.0  4.47213595499958
35.855000000000004  18.0  4.242640687119285
36.865  4.0  2.0
37.875  10.0  3.1622776601683795
38.885000000000005  11.0  3.3166247903554
39.895  44.0  6.6332495807108
40.905  42.0  6.48074069840786
41.915000000000006  23.0  4.795831523312719
42.925000000000004  37.0  6.082762530298219
43.935  38.0  6.164414002968976
44.945  71.0  8.426149773176359
45.955000000000005  46.0  6.782329983125268
46.965  68.0  8.246211251235321
47.975  74.0  8.602325267042627
48.98500000000001  279.0  16.703293088490067
49.995000000000005  1067.0  32.66496594212215
51.005  586.0  24.20743687382041
52.015  229.0  15.132745950421556
53.025000000000006  62.0  7.874007874011811
54.035000000000004  24.0  4.898979485566356
55.045  34.0  5.830951894845301
56.055  22.0  4.69041575982343
57.065000000000005  25.0  5.0
58.075  11.0  3.3166247903554
59.085  10.0  3.1622776601683795
60.095000000000006  4.0  2.0
61.105000000000004  2.0  1.4142135623730951
62.115  5.0  2.23606797749979
63.125  9.0  3.0
64.135  5.0  2.23606797749979
65.145  6.0  2.449489742783178
66.155  12.0  3.4641016151377544
67.16499999999999  5.0  2.23606797749979
68.175  0.0  0.0
69.185  4.0  2.0
70.195  4.0  2.0
71.205  4.0  2.0
72.21499999999999  3.0  1.7320508075688772
73.225  1.0  1.0
74.235  5.0  2.23606797749979
75.24499999999999  0.0  0.0
76.255  0.0  0.0
77.265  0.0  0.0
78.27499999999999  1.0  1.0
79.285  1.0  1.0
80.295  0.0  0.0
81.30499999999999  0.0  0.0
82.315  0.0  0.0
83.325  0.0  0.0
84.335  0.0  0.0
85.345  0.0  0.0
86.35499999999999  0.0  0.0
87.365  1.0  1.0
88.375  4.0  2.0
89.38499999999999  0.0  0.0
90.395  0.0  0.0
91.405  0.0  0.0
92.41499999999999  0.0  0.0
93.425  0.0  0.0
94.435  0.0  0.0
95.445  0.0  0.0
96.455  0.0  0.0
97.465  2.0  1.4142135623730951
98.475  4.0  2.0
99.485  0.0  0.0
100.49499999999999  0.0  0.0
